[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-05-07 07:35:42] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-05-07 07:35:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340\
[2025-05-07 07:35:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/servwell/
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d6220978-7o3esY.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:d1fc80a4f17045ac16269d1d6cef708d924b5050===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d6239d17-mMZCPW.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?simply_static_page=162
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?simply_static_page=162
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 675 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d6239d17-mMZCPW.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:edaa76f384143331080bee7d81214c62b6b46351===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d624f62d-o84uRi.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css?simply_static_page=163
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css?simply_static_page=163
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 38997 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d624f62d-o84uRi.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:37d84229137044718cee76eef2a44eb0fe06136a===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d626a37b-i8U8tk.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?simply_static_page=164
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?simply_static_page=164
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 30999 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d626a37b-i8U8tk.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:88c31a6d4d8234256862582f77b4906667a39aae===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d628ac6d-FwS0LA.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?simply_static_page=165
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?simply_static_page=165
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 72184 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d628ac6d-FwS0LA.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:f7320458aadcbaa2ed94c43c8d7ddb9361d0b106===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d62a4432-eDigT5.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?simply_static_page=166
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?simply_static_page=166
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 58071 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d62a4432-eDigT5.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:a1869e155e92fa178b9c3ae6dff787df57f195c6===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d62c016b-yI6qq4.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css?simply_static_page=167
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css?simply_static_page=167
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 734 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d62c016b-yI6qq4.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:9a86ea55f5a1c411888b176efa761ad0cea6fc89===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d62d83bb-C53B4w.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?simply_static_page=168
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?simply_static_page=168
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 677 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d62d83bb-C53B4w.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:24ddc97861e7d77a6b89c882ced91cd27a3f7c6a===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d62e8c4c-HdxM8X.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?simply_static_page=169
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?simply_static_page=169
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 727 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d62e8c4c-HdxM8X.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:03] [class-ss-page.php:119] Checking Content Identical:78c29964684ccfdff7bf53c6acc4cc1318aabb9b===. Value: FALSE
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2025-05-07 07:36:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 756
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d6305368-5u1Dph.tmp
[2025-05-07 07:36:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?simply_static_page=170
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?simply_static_page=170
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:103] Filesize: 669 bytes
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d6305368-5u1Dph.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:03] [class-ss-page.php:119] Checking Content Identical:65e92feef5fd8faa3acbd2f4fd80b106a16fa2ba===. Value: FALSE
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css
[2025-05-07 07:36:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 756
[2025-05-07 07:36:03] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d6318370-SpDxks.tmp
[2025-05-07 07:36:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css?simply_static_page=171
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css?simply_static_page=171
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:103] Filesize: 8077 bytes
[2025-05-07 07:36:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
